name;year;tags;video_interval;reverse;gdrive;dropbox
IMG_8206.jpeg;2020;installation,cyberpunk,ai;;;1L58s1jOEiH--DJoUYkdrsh2bvJqTN7V6;
P1010278.jpeg;2020;installation,cyberpunk;;;1JzFwlQO8pjEOcbiJ1wbRoOCpUmx2q12M;
P1010279.jpeg;2020;installation,cyberpunk;;;1bAH-LLnWEU6WbMihTHpjJXqS-JWnjam8;
P1010363.jpeg;2020;installation;;;1QEga4LQ6FaxZONPVGeVZc8yA5Zo_Y2U2;
tumblr_24ba8e8b6943befc832ff9217b8029da_84c7bc59_640.jpg;2020;installation,off-grid;;;1go58bIntnrVYSJ3g4X2zG0-p7oZVycBK;
0EB3B61E-703A-416F-9285-CA1F7BE78938_1_105_c.jpeg;2020;performance,portal;;;1hEX7ibBIQ_ILOffFKpyyD3Ds_W4QlJRE;
2E914574-A547-4271-B43C-5DBE07817136_1_105_c.jpeg;2020;performance;;;1DdUlE5VYgSHA4mvfkPUPAVjD9ZykCZ54;
3EB8B2AD-A692-4C0C-AEFB-B8A552C297E6_1_105_c.jpeg;2020;performance,cyberpunk;;;1aj9mP-nDzjoMXRIu0zRzv858n42Jw4kQ;
248DA055-04FC-46F0-9369-BA177512F272_1_105_c.jpeg;2020;performance,desert,dance;;;1IceJI2oBFoaZQuefPD06g_hFwq2pp4ix;
279F64AA-5F42-408D-8DBC-E18DE86C5AF0_1_105_c.jpeg;2020;performance,installation;;;1U08ePOJpmgf-EdeSoimE0Ae8p1nSdYz8;
500FC6BC-7848-4FF1-96D5-F42528BA6F49_1_105_c.jpeg;2020;performance,desert,humans;;;15JcaaZnH_ho3firivdVk5LBDb8d_3bfk;
1409B7CB-E82E-4FC7-A6D9-184C4819ADEC_1_105_c.jpeg;2020;performance,portal;;;11oL7SvFh-xXymwC4c2rTDZ8tDtqhV2fL;
8004CE17-3C0B-4ED7-8527-DAF8996B0779_1_105_c.jpeg;2020;performance,physical_computing;;;1nvtoqRv6NvdkxBb__ex8SwjPPIn8m02g;
9713A715-059B-4F30-9B72-05274A3E33BF_1_105_c.jpeg;2020;performance;;;12xFDBu7Ak402OIHpOz4EcgvYjfhOmvYU;
81200FD2-2F0C-4AE0-A4FF-30602FB9A3C5_1_105_c.jpeg;2020;performance,physical_computing;;;1-GBk66hPdCqDwfyD8YVCwwNUPaBwEiGF;
787099D3-B6AA-4F9F-B391-7BFAC08DB34C_1_105_c.jpeg;2020;performance,cyberpunk;;;1JfoNmnwmc4_gIV6X8Vg5wt7ZwEp9acUj;
C212885E-4725-4CB4-824A-93962954385A.jpeg;2020;performance,cyberpunk;;;11wWXm3n8QxtjIULyqOO5lk2NuRh202ur;
CFB0E8D3-B3F6-4651-82C3-D0077EB74DA1_1_105_c.jpeg;2020;performance,physical_computing;;;1Eak1rhNkOd0OtqFMLuO_UTixdJ5hqJSy;
DBFE52C0-462B-4765-824E-23F670856A28_1_105_c.jpeg;2020;performance,physical_computing;;;184r8myXkPN1OTYBF6Juyd8w5h09J_q6m;
E2B5B908-8C45-4C63-A7C8-F1B73043371F_1_105_c.jpeg;2020;performance,desert,dance;;;1hF5ync7OIOZJVgpjAskXhUsq0BmNIDxR;
IMG_3584.mp4;2020;performance,physical_computing;3,6;;1323pLBHXWkU_ZHnh0Vol7F7EjThBNr-y;AADSdokxLjL1VFnBacyv9y8Aa
P1010411.jpeg;2020;portal,pallet_racks;;;1Vi6AEDXKpKnTK4lQoA6TLqtg7nR34wys;
5-4.jpeg;2020;portal;;;1NMSPFI9J0MxdnA3awfhxt1Z3zpGgKoCF;
5-7.jpeg;2020;portal,cyberpunk,off-grid;;;1_OWiMUur7LPMTesAX5JOgazqpswxsUO2;
C86817E6-49A8-43D6-B65A-7B0511F896B9.jpeg;2020;portal,cyberpunk;;;1aI6oc5F7hveLEsBERE1P4lhjbp8nTvSh;
IMG_0579.jpeg;2020;portal,workshop;;;1kAopiUixo15003Kek6T37Q3WIreqwHGm;
IMG_4507.mp4;2020;portal;1,5;;1yl_qP7Y_tJs76VyPQ3tXr6DWUQUGkQbv;AADCXkLEL58kalygvCE6GhHha
IMG_5010.jpeg;2020;portal;;;106qVetQd9x3Ymh237hR--U4gNnem8WUb;
IMG_5119.jpeg;2020;portal,cyberpunk,humans;;;1-RCuZitalenyi6kzGwJ1qGPuY9-dHhXw;
IMG_5257.jpeg;2020;portal;;;1H2KGD5Ezj_YQWzkdfRK3sV7DdNi8NkY8;
IMG_6831.jpeg;2020;portal;;;1vZDmWb2jsGaIImXnJtdotovM9bVL-c7J;
IMG_6841.jpeg;2020;portal,performance;;;1ndQDXzU1qIb6cf0ODwS5d9mUxf_rj4K6;
IMG_9617.jpeg;2020;portal;;;1LX4rqmFJRuBQs1Ymzcb7LUMEjXYYDrQ7;
P1010392.jpeg;2020;portal;;;1s5pCmpCfHSjW4Xigx_lw0KJHNz75Yu_O;
13-4.jpeg;2020;solar,off-grid;;;1zwmgJ6vhqI--xYDPiiyOlHGOpjX_z-vQ;
